,workerid,predicate,noun,sentence_type,slide_number,response,language
1315,51,small,rooms,dist,3,1,English
1316,51,small,rooms,coll,3,0.06,English
1317,51,unchanged,shares,dist,5,0.72,English
1318,51,unchanged,shares,coll,5,0.62,English
1319,51,gratifying,results,coll,11,0.9,English
1320,51,gratifying,results,dist,11,0.39,English
1321,51,open,eyes,dist,15,NA,English
1322,51,open,eyes,coll,15,1,English
1323,51,quiet,dogs,dist,18,0.97,English
1324,51,quiet,dogs,coll,18,0.71,English
1325,51,closed,doors,coll,19,0.01,English
1326,51,closed,doors,dist,19,0.99,English
1327,51,similar,facts,coll,21,0.72,English
1328,51,similar,facts,dist,21,0.89,English
1329,51,liable,defendants,dist,22,0.97,English
1330,51,liable,defendants,coll,22,0.03,English
1331,51,full,streets,coll,23,0.92,English
1332,51,full,streets,dist,23,0.39,English
1333,51,bright,eyes,coll,24,0.99,English
1334,51,bright,eyes,dist,24,0.04,English
1335,51,encouraging,results,dist,25,0.26,English
1336,51,encouraging,results,coll,25,0.98,English
1337,51,white,walls,coll,26,0.97,English
1338,51,white,walls,dist,26,0.28,English
1339,51,young,children,coll,28,1,English
1340,51,young,children,dist,28,0.98,English
1341,51,open,curtains,dist,31,0.98,English
1342,51,open,curtains,coll,31,0.79,English
1343,51,difficult,conditions,dist,32,0.14,English
1344,51,difficult,conditions,coll,32,0.99,English
1345,52,open,gates,coll,5,1,English
1346,52,open,gates,dist,5,0,English
1347,52,disappointing,results,coll,7,1,English
1348,52,disappointing,results,dist,7,0,English
1349,52,small,children,dist,10,1,English
1350,52,small,children,coll,10,0,English
1351,52,young,children,dist,12,1,English
1352,52,young,children,coll,12,0,English
1353,52,consistent,injuries,dist,18,0,English
1354,52,consistent,injuries,coll,18,1,English
1355,52,gratifying,results,coll,19,0.86,English
1356,52,gratifying,results,dist,19,0.08,English
1357,52,friendly,natives,dist,21,0,English
1358,52,friendly,natives,coll,21,1,English
1359,52,friendly,people,coll,22,1,English
1360,52,friendly,people,dist,22,0,English
1361,52,liable,defendants,coll,23,1,English
1362,52,liable,defendants,dist,23,0,English
1363,52,white,walls,coll,26,1,English
1364,52,white,walls,dist,26,0,English
1365,52,full,pubs,dist,27,0,English
1366,52,full,pubs,coll,27,1,English
1367,52,unreasonable,items,coll,29,1,English
1368,52,unreasonable,items,dist,29,0,English
1369,52,due,guests,coll,30,1,English
1370,52,due,guests,dist,30,0.21,English
1371,52,encouraging,results,dist,32,0.13,English
1372,52,encouraging,results,coll,32,0.85,English
1373,53,small,classes,coll,4,0.01,English
1374,53,small,classes,dist,4,0.98,English
1375,53,friendly,people,dist,5,0.27,English
1376,53,friendly,people,coll,5,0.76,English
1377,53,open,pubs,coll,7,0.02,English
1378,53,open,pubs,dist,7,0.99,English
1379,53,liable,defendants,dist,8,0.02,English
1380,53,liable,defendants,coll,8,0.98,English
1381,53,guilty,defendants,dist,15,0.86,English
1382,53,guilty,defendants,coll,15,0.03,English
1383,53,small,rooms,dist,16,0.87,English
1384,53,small,rooms,coll,16,0.75,English
1385,53,guilty,men,dist,19,0.83,English
1386,53,guilty,men,coll,19,0.57,English
1387,53,dark,windows,coll,20,0.82,English
1388,53,dark,windows,dist,20,0.82,English
1389,53,open,curtains,dist,21,0.93,English
1390,53,open,curtains,coll,21,0.02,English
1391,53,difficult,conditions,coll,22,0.91,English
1392,53,difficult,conditions,dist,22,0.79,English
1393,53,small,children,coll,25,0.84,English
1394,53,small,children,dist,25,0.79,English
1395,53,quiet,streets,coll,26,0.83,English
1396,53,quiet,streets,dist,26,0.68,English
1397,53,due,guests,dist,28,0.24,English
1398,53,due,guests,coll,28,0.85,English
1399,53,similar,facts,dist,30,0.86,English
1400,53,similar,facts,coll,30,0.84,English
1401,53,appalling,conditions,dist,32,0.93,English
1402,53,appalling,conditions,coll,32,0.88,English
1403,54,unchanged,shares,dist,3,0.57,English
1404,54,unchanged,shares,coll,3,0.57,English
1405,54,guilty,defendants,coll,5,0.47,English
1406,54,guilty,defendants,dist,5,0.98,English
1407,54,gratifying,results,coll,6,0,English
1408,54,gratifying,results,dist,6,0.59,English
1409,54,appalling,conditions,coll,8,0.99,English
1410,54,appalling,conditions,dist,8,0,English
1411,54,open,eyes,coll,10,0.98,English
1412,54,open,eyes,dist,10,0.99,English
1413,54,friendly,people,dist,11,0.98,English
1414,54,friendly,people,coll,11,0.97,English
1415,54,white,walls,dist,12,0.98,English
1416,54,white,walls,coll,12,0.02,English
1417,54,difficult,conditions,coll,13,0,English
1418,54,difficult,conditions,dist,13,0.98,English
1419,54,liable,defendants,dist,14,0.97,English
1420,54,liable,defendants,coll,14,0.99,English
1421,54,small,numbers,coll,17,0.99,English
1422,54,small,numbers,dist,17,0.99,English
1423,54,closed,shops,coll,19,0.01,English
1424,54,closed,shops,dist,19,0.97,English
1425,54,small,rooms,dist,30,0.97,English
1426,54,small,rooms,coll,30,0.03,English
1427,54,good,omens,dist,31,0.97,English
1428,54,good,omens,coll,31,0.98,English
1429,55,difficult,conditions,dist,8,0.11,English
1430,55,difficult,conditions,coll,8,0.91,English
1431,55,due,guests,coll,10,0.83,English
1432,55,due,guests,dist,10,0.96,English
1433,55,open,windows,coll,13,0.96,English
1434,55,open,windows,dist,13,0.96,English
1435,55,open,pubs,dist,15,1,English
1436,55,open,pubs,coll,15,1,English
1437,55,full,streets,dist,16,0.49,English
1438,55,full,streets,coll,16,0.98,English
1439,55,closed,shops,dist,18,0.99,English
1440,55,closed,shops,coll,18,0.98,English
1441,55,quiet,dogs,coll,19,0.98,English
1442,55,quiet,dogs,dist,19,0.97,English
1443,55,similar,facts,coll,20,0.95,English
1444,55,similar,facts,dist,20,0.53,English
1445,55,bright,colors,dist,21,0.95,English
1446,55,bright,colors,coll,21,0.96,English
1447,55,white,walls,dist,23,0.97,English
1448,55,white,walls,coll,23,0.99,English
1449,55,appalling,conditions,dist,25,0.94,English
1450,55,appalling,conditions,coll,25,0.98,English
1451,55,small,classes,coll,28,0.98,English
1452,55,small,classes,dist,28,0.06,English
1453,55,unreasonable,items,dist,29,0.98,English
1454,55,unreasonable,items,coll,29,0.97,English
1455,55,open,gates,coll,30,0.03,English
1456,55,open,gates,dist,30,0.98,English
1457,56,small,children,coll,3,0.98,english
1458,56,small,children,dist,3,0.98,english
1459,56,open,eyes,dist,4,0.97,english
1460,56,open,eyes,coll,4,0.98,english
1461,56,encouraging,results,coll,6,0.98,english
1462,56,encouraging,results,dist,6,0.97,english
1463,56,small,rooms,coll,8,0.99,english
1464,56,small,rooms,dist,8,0.98,english
1465,56,good,omens,dist,10,0.98,english
1466,56,good,omens,coll,10,0.98,english
1467,56,closed,doors,coll,15,0.98,english
1468,56,closed,doors,dist,15,0.98,english
1469,56,quiet,dogs,dist,18,0.99,english
1470,56,quiet,dogs,coll,18,0.99,english
1471,56,open,doors,dist,19,0.99,english
1472,56,open,doors,coll,19,0.98,english
1473,56,bare,walls,coll,20,0.97,english
1474,56,bare,walls,dist,20,0.98,english
1475,56,gratifying,results,dist,22,0.96,english
1476,56,gratifying,results,coll,22,0.95,english
1477,56,liable,defendants,coll,26,0.97,english
1478,56,liable,defendants,dist,26,0.98,english
1479,56,consistent,injuries,dist,27,0.96,english
1480,56,consistent,injuries,coll,27,0.98,english
1481,56,closed,shops,dist,29,0.96,english
1482,56,closed,shops,coll,29,0.98,english
1483,56,small,numbers,dist,30,0.95,english
1484,56,small,numbers,coll,30,0.96,english
1485,56,dark,windows,dist,31,0.96,english
1486,56,dark,windows,coll,31,0.96,english
1487,57,encouraging,results,coll,8,0.78,English
1488,57,encouraging,results,dist,8,0.21,English
1489,57,guilty,men,dist,10,1,English
1490,57,guilty,men,coll,10,0.02,English
1491,57,bright,eyes,dist,11,0.99,English
1492,57,bright,eyes,coll,11,0.03,English
1493,57,unchanged,shares,coll,12,0.51,English
1494,57,unchanged,shares,dist,12,0.49,English
1495,57,small,rooms,coll,16,0.01,English
1496,57,small,rooms,dist,16,1,English
1497,57,disappointing,results,dist,18,0.16,English
1498,57,disappointing,results,coll,18,0.82,English
1499,57,closed,shops,dist,21,1,English
1500,57,closed,shops,coll,21,0,English
1501,57,small,classes,coll,22,0,English
1502,57,small,classes,dist,22,1,English
1503,57,liable,defendants,dist,23,1,English
1504,57,liable,defendants,coll,23,0,English
1505,57,friendly,natives,dist,25,1,English
1506,57,friendly,natives,coll,25,0,English
1507,57,open,gates,dist,26,1,English
1508,57,open,gates,coll,26,0,English
1509,57,bright,colors,coll,27,0,English
1510,57,bright,colors,dist,27,1,English
1511,57,friendly,people,dist,31,1,English
1512,57,friendly,people,coll,31,0,English
1513,57,quiet,dogs,coll,32,0,English
1514,57,quiet,dogs,dist,32,1,English
1515,58,small,children,coll,7,0,English
1516,58,small,children,dist,7,1,English
1517,58,young,children,dist,8,1,English
1518,58,young,children,coll,8,1,English
1519,58,unchanged,shares,coll,13,1,English
1520,58,unchanged,shares,dist,13,1,English
1521,58,quiet,streets,dist,14,1,English
1522,58,quiet,streets,coll,14,1,English
1523,58,open,pubs,dist,15,1,English
1524,58,open,pubs,coll,15,1,English
1525,58,white,walls,coll,16,1,English
1526,58,white,walls,dist,16,0.49,English
1527,58,open,doors,coll,18,1,English
1528,58,open,doors,dist,18,1,English
1529,58,consistent,injuries,dist,19,1,English
1530,58,consistent,injuries,coll,19,0.53,English
1531,58,due,guests,coll,21,1,English
1532,58,due,guests,dist,21,1,English
1533,58,full,streets,coll,24,1,English
1534,58,full,streets,dist,24,1,English
1535,58,unreasonable,items,dist,25,0.51,English
1536,58,unreasonable,items,coll,25,0.51,English
1537,58,friendly,natives,dist,26,1,English
1538,58,friendly,natives,coll,26,1,English
1539,58,full,pubs,dist,27,1,English
1540,58,full,pubs,coll,27,1,English
1541,58,gratifying,results,dist,29,1,English
1542,58,gratifying,results,coll,29,1,English
1543,58,appalling,conditions,coll,32,1,English
1544,58,appalling,conditions,dist,32,0.09,English
1545,59,similar,facts,dist,4,0.03,english
1546,59,similar,facts,coll,4,1,english
1547,59,open,windows,dist,5,1,english
1548,59,open,windows,coll,5,1,english
1549,59,unreasonable,items,dist,7,1,english
1550,59,unreasonable,items,coll,7,1,english
1551,59,encouraging,results,coll,8,1,english
1552,59,encouraging,results,dist,8,1,english
1553,59,bare,walls,coll,10,0.38,english
1554,59,bare,walls,dist,10,1,english
1555,59,bright,eyes,coll,12,1,english
1556,59,bright,eyes,dist,12,0.37,english
1557,59,friendly,people,dist,14,1,english
1558,59,friendly,people,coll,14,0.68,english
1559,59,quiet,dogs,dist,18,1,english
1560,59,quiet,dogs,coll,18,1,english
1561,59,good,omens,coll,20,1,english
1562,59,good,omens,dist,20,1,english
1563,59,disappointing,results,coll,23,1,english
1564,59,disappointing,results,dist,23,0.82,english
1565,59,friendly,natives,dist,26,0.91,english
1566,59,friendly,natives,coll,26,1,english
1567,59,busy,roads,coll,27,0.38,english
1568,59,busy,roads,dist,27,1,english
1569,59,small,children,dist,28,0.99,english
1570,59,small,children,coll,28,0,english
1571,59,guilty,men,dist,30,1,english
1572,59,guilty,men,coll,30,1,english
1573,59,consistent,injuries,dist,32,0.55,english
1574,59,consistent,injuries,coll,32,1,english
1575,60,open,gates,coll,3,0,English
1576,60,open,gates,dist,3,0.96,English
1577,60,open,curtains,dist,5,0,English
1578,60,open,curtains,coll,5,1,English
1579,60,open,windows,dist,6,1,English
1580,60,open,windows,coll,6,0,English
1581,60,unreasonable,items,dist,10,0.49,English
1582,60,unreasonable,items,coll,10,0.5,English
1583,60,bare,walls,dist,11,0.54,English
1584,60,bare,walls,coll,11,0.64,English
1585,60,due,guests,dist,13,0,English
1586,60,due,guests,coll,13,1,English
1587,60,open,doors,dist,17,0.51,English
1588,60,open,doors,coll,17,0.53,English
1589,60,white,walls,coll,18,0.47,English
1590,60,white,walls,dist,18,0.5,English
1591,60,friendly,people,dist,20,0.66,English
1592,60,friendly,people,coll,20,0.4,English
1593,60,small,numbers,dist,26,0.51,English
1594,60,small,numbers,coll,26,0.56,English
1595,60,closed,shops,dist,28,0.44,English
1596,60,closed,shops,coll,28,0.57,English
1597,60,bright,colors,dist,29,0.59,English
1598,60,bright,colors,coll,29,0.48,English
1599,60,quiet,streets,dist,31,0.57,English
1600,60,quiet,streets,coll,31,0.49,English
1601,60,busy,roads,coll,32,0.51,English
1602,60,busy,roads,dist,32,0.5,English
1603,61,open,pubs,coll,4,0.19,English
1604,61,open,pubs,dist,4,0.78,English
1605,61,quiet,dogs,dist,6,0.77,English
1606,61,quiet,dogs,coll,6,0.87,English
1607,61,encouraging,results,coll,7,0.81,English
1608,61,encouraging,results,dist,7,0.31,English
1609,61,small,classes,dist,14,0.77,English
1610,61,small,classes,coll,14,0.35,English
1611,61,bright,eyes,coll,17,0.76,English
1612,61,bright,eyes,dist,17,0.75,English
1613,61,full,streets,dist,19,0.76,English
1614,61,full,streets,coll,19,0.51,English
1615,61,closed,shops,dist,20,0.79,English
1616,61,closed,shops,coll,20,0.53,English
1617,61,small,numbers,coll,21,0.61,English
1618,61,small,numbers,dist,21,0.82,English
1619,61,liable,defendants,dist,22,0.84,English
1620,61,liable,defendants,coll,22,0.69,English
1621,61,open,windows,coll,25,0.62,English
1622,61,open,windows,dist,25,0.81,English
1623,61,full,pubs,dist,26,0.8,English
1624,61,full,pubs,coll,26,0.52,English
1625,61,unchanged,shares,coll,27,0.74,English
1626,61,unchanged,shares,dist,27,0.76,English
1627,61,difficult,conditions,coll,30,0.78,English
1628,61,difficult,conditions,dist,30,0.55,English
1629,61,closed,doors,dist,31,0.85,English
1630,61,closed,doors,coll,31,0.67,English
1631,61,open,doors,coll,32,0.62,English
1632,61,open,doors,dist,32,0.86,English
1633,62,closed,shops,dist,4,0.58,English
1634,62,closed,shops,coll,4,0.39,English
1635,62,open,eyes,coll,8,1,English
1636,62,open,eyes,dist,8,0.04,English
1637,62,difficult,conditions,coll,9,0.52,English
1638,62,difficult,conditions,dist,9,0.4,English
1639,62,small,children,dist,11,0.58,English
1640,62,small,children,coll,11,0.34,English
1641,62,full,pubs,coll,12,0.23,English
1642,62,full,pubs,dist,12,0.74,English
1643,62,guilty,men,coll,15,0.42,English
1644,62,guilty,men,dist,15,0.61,English
1645,62,open,windows,coll,16,0.36,English
1646,62,open,windows,dist,16,0.64,English
1647,62,disappointing,results,coll,18,0.71,English
1648,62,disappointing,results,dist,18,0.3,English
1649,62,quiet,streets,coll,21,0.26,English
1650,62,quiet,streets,dist,21,0.66,English
1651,62,bare,walls,coll,23,0.22,English
1652,62,bare,walls,dist,23,0.68,English
1653,62,friendly,people,dist,25,0.74,English
1654,62,friendly,people,coll,25,0.39,English
1655,62,due,guests,dist,29,0.54,English
1656,62,due,guests,coll,29,0.4,English
1657,62,good,omens,coll,31,0.54,English
1658,62,good,omens,dist,31,0.41,English
1659,62,liable,defendants,coll,32,0.59,English
1660,62,liable,defendants,dist,32,0.37,English
1661,63,bright,colors,dist,3,1,english
1662,63,bright,colors,coll,3,1,english
1663,63,bare,walls,dist,4,1,english
1664,63,bare,walls,coll,4,0.75,english
1665,63,friendly,natives,dist,8,0.51,english
1666,63,friendly,natives,coll,8,1,english
1667,63,white,walls,dist,9,1,english
1668,63,white,walls,coll,9,1,english
1669,63,unreasonable,items,dist,11,1,english
1670,63,unreasonable,items,coll,11,0.4,english
1671,63,gratifying,results,dist,15,0.5,english
1672,63,gratifying,results,coll,15,1,english
1673,63,full,streets,dist,16,1,english
1674,63,full,streets,coll,16,0.44,english
1675,63,encouraging,results,dist,17,0.52,english
1676,63,encouraging,results,coll,17,1,english
1677,63,small,rooms,dist,20,1,english
1678,63,small,rooms,coll,20,1,english
1679,63,similar,facts,dist,22,0,english
1680,63,similar,facts,coll,22,1,english
1681,63,quiet,streets,coll,25,1,english
1682,63,quiet,streets,dist,25,1,english
1683,63,open,curtains,coll,26,1,english
1684,63,open,curtains,dist,26,1,english
1685,63,small,children,coll,32,0.39,english
1686,63,small,children,dist,32,1,english
1687,64,similar,facts,dist,7,0.97,English
1688,64,similar,facts,coll,7,0.03,English
1689,64,bright,eyes,dist,9,0.97,English
1690,64,bright,eyes,coll,9,0.02,English
1691,64,consistent,injuries,dist,11,0.84,English
1692,64,consistent,injuries,coll,11,0.15,English
1693,64,small,rooms,dist,12,0.98,English
1694,64,small,rooms,coll,12,0.02,English
1695,64,open,windows,coll,13,0.01,English
1696,64,open,windows,dist,13,0.97,English
1697,64,bright,colors,dist,15,0.69,English
1698,64,bright,colors,coll,15,0.5,English
1699,64,open,pubs,coll,18,0.02,English
1700,64,open,pubs,dist,18,0.94,English
1701,64,open,gates,coll,19,0.48,English
1702,64,open,gates,dist,19,0.48,English
1703,64,small,numbers,dist,20,0.47,English
1704,64,small,numbers,coll,20,0.47,English
1705,64,encouraging,results,coll,21,0.49,English
1706,64,encouraging,results,dist,21,0.5,English
1707,64,closed,shops,dist,23,0.94,English
1708,64,closed,shops,coll,23,0.03,English
1709,64,guilty,men,dist,27,0.6,English
1710,64,guilty,men,coll,27,0.6,English
1711,64,open,doors,coll,28,0.4,English
1712,64,open,doors,dist,28,0.49,English
1713,64,open,curtains,coll,32,0.52,English
1714,64,open,curtains,dist,32,0.67,English
1715,65,disappointing,results,coll,3,0.89,English
1716,65,disappointing,results,dist,3,0.04,English
1717,65,open,windows,coll,4,0.94,English
1718,65,open,windows,dist,4,0.05,English
1719,65,open,doors,dist,6,0,English
1720,65,open,doors,coll,6,1,English
1721,65,small,classes,coll,8,0.03,English
1722,65,small,classes,dist,8,0.98,English
1723,65,encouraging,results,coll,10,0.98,English
1724,65,encouraging,results,dist,10,0.01,English
1725,65,open,gates,dist,12,NA,English
1726,65,open,gates,coll,12,0.99,English
1727,65,gratifying,results,coll,13,0.95,English
1728,65,gratifying,results,dist,13,0.01,English
1729,65,open,pubs,dist,17,0.12,English
1730,65,open,pubs,coll,17,0.89,English
1731,65,bare,walls,coll,20,0.98,English
1732,65,bare,walls,dist,20,0.01,English
1733,65,good,omens,coll,21,0.14,English
1734,65,good,omens,dist,21,0.85,English
1735,65,closed,shops,dist,23,0.99,English
1736,65,closed,shops,coll,23,0.01,English
1737,65,appalling,conditions,coll,24,0.97,English
1738,65,appalling,conditions,dist,24,0.01,English
1739,65,quiet,streets,coll,25,0.79,English
1740,65,quiet,streets,dist,25,0.33,English
1741,65,full,papers,coll,26,0.98,English
1742,65,full,papers,dist,26,0.02,English
1743,65,young,children,dist,30,0.2,English
1744,65,young,children,coll,30,0.83,English
1745,66,quiet,streets,coll,3,0.1,english
1746,66,quiet,streets,dist,3,0.07,english
1747,66,small,rooms,coll,5,0.24,english
1748,66,small,rooms,dist,5,0.78,english
1749,66,friendly,natives,coll,9,0.53,english
1750,66,friendly,natives,dist,9,0.74,english
1751,66,liable,defendants,coll,12,0.71,english
1752,66,liable,defendants,dist,12,0.78,english
1753,66,white,walls,coll,14,0.72,english
1754,66,white,walls,dist,14,0.69,english
1755,66,full,streets,coll,15,0.56,english
1756,66,full,streets,dist,15,0.92,english
1757,66,guilty,defendants,coll,16,0.9,english
1758,66,guilty,defendants,dist,16,0.92,english
1759,66,full,papers,coll,19,0.15,english
1760,66,full,papers,dist,19,0.54,english
1761,66,small,classes,coll,20,0.82,english
1762,66,small,classes,dist,20,0.86,english
1763,66,guilty,men,dist,22,0.57,english
1764,66,guilty,men,coll,22,0.52,english
1765,66,appalling,conditions,coll,25,0.65,english
1766,66,appalling,conditions,dist,25,0.76,english
1767,66,open,curtains,dist,28,0.63,english
1768,66,open,curtains,coll,28,0.58,english
1769,66,good,omens,coll,29,0.54,english
1770,66,good,omens,dist,29,0.66,english
1771,66,young,children,dist,31,0.44,english
1772,66,young,children,coll,31,0.59,english
1773,66,open,doors,coll,32,0.41,english
1774,66,open,doors,dist,32,0.62,english
1775,67,good,omens,coll,3,0.02,English
1776,67,good,omens,dist,3,0.96,English
1777,67,small,children,coll,4,0.01,English
1778,67,small,children,dist,4,0.97,English
1779,67,quiet,streets,coll,5,0.01,English
1780,67,quiet,streets,dist,5,0.97,English
1781,67,dark,windows,coll,6,0.02,English
1782,67,dark,windows,dist,6,0.98,English
1783,67,difficult,conditions,coll,8,0.99,English
1784,67,difficult,conditions,dist,8,0.03,English
1785,67,open,windows,dist,9,0.98,English
1786,67,open,windows,coll,9,0.01,English
1787,67,open,pubs,coll,12,0.01,English
1788,67,open,pubs,dist,12,0.96,English
1789,67,small,classes,dist,16,0.97,English
1790,67,small,classes,coll,16,0.03,English
1791,67,closed,shops,dist,23,0.99,English
1792,67,closed,shops,coll,23,0.03,English
1793,67,young,children,dist,27,0.98,English
1794,67,young,children,coll,27,0.05,English
1795,67,open,gates,dist,28,0.97,English
1796,67,open,gates,coll,28,0.04,English
1797,67,due,guests,coll,30,0.02,English
1798,67,due,guests,dist,30,0.97,English
1799,67,consistent,injuries,coll,31,0.98,English
1800,67,consistent,injuries,dist,31,0.95,English
1801,67,open,curtains,coll,32,0.02,English
1802,67,open,curtains,dist,32,0.97,English
1803,68,open,doors,dist,5,1,English
1804,68,open,doors,coll,5,0.46,English
1805,68,consistent,injuries,dist,13,0.66,English
1806,68,consistent,injuries,coll,13,0.54,English
1807,68,small,classes,coll,15,1,English
1808,68,small,classes,dist,15,0.52,English
1809,68,quiet,streets,coll,16,1,English
1810,68,quiet,streets,dist,16,0.92,English
1811,68,open,windows,coll,18,0.63,English
1812,68,open,windows,dist,18,0.94,English
1813,68,small,children,coll,19,0.63,English
1814,68,small,children,dist,19,0.65,English
1815,68,full,streets,dist,22,0.74,English
1816,68,full,streets,coll,22,0.51,English
1817,68,bare,walls,dist,23,0.95,English
1818,68,bare,walls,coll,23,0.49,English
1819,68,friendly,natives,coll,25,0.8,English
1820,68,friendly,natives,dist,25,1,English
1821,68,closed,doors,coll,26,0.46,English
1822,68,closed,doors,dist,26,0.85,English
1823,68,open,curtains,dist,28,1,English
1824,68,open,curtains,coll,28,0.7,English
1825,69,young,children,coll,7,0.19,English
1826,69,young,children,dist,7,0.91,English
1827,69,friendly,people,coll,8,0.33,English
1828,69,friendly,people,dist,8,0.88,English
1829,69,small,rooms,coll,9,0.06,English
1830,69,small,rooms,dist,9,0.9,English
1831,69,white,walls,coll,10,0.11,English
1832,69,white,walls,dist,10,1,English
1833,69,open,windows,coll,11,0.21,English
1834,69,open,windows,dist,11,1,English
1835,69,guilty,defendants,dist,15,0.84,English
1836,69,guilty,defendants,coll,15,0.84,English
1837,69,bright,colors,dist,17,0.91,English
1838,69,bright,colors,coll,17,0.49,English
1839,69,gratifying,results,dist,18,1,English
1840,69,gratifying,results,coll,18,0.67,English
1841,69,quiet,streets,coll,20,0.98,English
1842,69,quiet,streets,dist,20,0.45,English
1843,69,open,gates,dist,21,0.25,English
1844,69,open,gates,coll,21,0.96,English
1845,69,similar,facts,dist,23,0.84,English
1846,69,similar,facts,coll,23,0.09,English
1847,69,difficult,conditions,dist,26,0.1,English
1848,69,difficult,conditions,coll,26,0.85,English
1849,69,full,streets,dist,28,0.04,English
1850,69,full,streets,coll,28,0.9,English
1851,69,unchanged,shares,coll,29,0.83,English
1852,69,unchanged,shares,dist,29,0.09,English
1853,69,open,pubs,dist,32,0.9,English
1854,69,open,pubs,coll,32,0.1,English
1855,70,similar,facts,dist,3,0.89,english
1856,70,similar,facts,coll,3,0.87,english
1857,70,appalling,conditions,dist,5,0.88,english
1858,70,appalling,conditions,coll,5,0.87,english
1859,70,open,gates,coll,6,0.94,english
1860,70,open,gates,dist,6,1,english
1861,70,difficult,conditions,dist,7,0.89,english
1862,70,difficult,conditions,coll,7,0.95,english
1863,70,full,streets,dist,10,0.93,english
1864,70,full,streets,coll,10,0.03,english
1865,70,open,doors,coll,11,0.95,english
1866,70,open,doors,dist,11,0.02,english
1867,70,disappointing,results,coll,15,0.04,english
1868,70,disappointing,results,dist,15,0.92,english
1869,70,small,rooms,coll,16,0.03,english
1870,70,small,rooms,dist,16,0.94,english
1871,70,full,pubs,dist,18,0.93,english
1872,70,full,pubs,coll,18,0.08,english
1873,70,encouraging,results,dist,23,0.94,english
1874,70,encouraging,results,coll,23,0.04,english
1875,70,dark,windows,coll,26,0.02,english
1876,70,dark,windows,dist,26,0.96,english
1877,70,open,eyes,dist,27,0.88,english
1878,70,open,eyes,coll,27,0.06,english
1879,70,liable,defendants,coll,28,0.04,english
1880,70,liable,defendants,dist,28,0.83,english
1881,70,consistent,injuries,dist,31,0.88,english
1882,70,consistent,injuries,coll,31,0.02,english
1883,71,similar,facts,dist,5,0.13,English
1884,71,similar,facts,coll,5,0.13,English
1885,71,full,papers,dist,6,0.07,English
1886,71,full,papers,coll,6,0.14,English
1887,71,bright,colors,dist,7,0.36,English
1888,71,bright,colors,coll,7,0.38,English
1889,71,open,doors,coll,10,0.77,English
1890,71,open,doors,dist,10,0.83,English
1891,71,bright,eyes,dist,13,0.09,English
1892,71,bright,eyes,coll,13,0.12,English
1893,71,open,curtains,coll,14,0.77,English
1894,71,open,curtains,dist,14,0.96,English
1895,71,guilty,defendants,dist,19,0.99,English
1896,71,guilty,defendants,coll,19,1,English
1897,71,small,rooms,dist,21,0.98,English
1898,71,small,rooms,coll,21,0.43,English
1899,71,encouraging,results,coll,24,0.92,English
1900,71,encouraging,results,dist,24,0.96,English
1901,71,full,streets,dist,26,0.98,English
1902,71,full,streets,coll,26,0.97,English
1903,71,quiet,dogs,coll,27,0.97,English
1904,71,quiet,dogs,dist,27,0.29,English
1905,71,open,pubs,dist,31,0.31,English
1906,71,open,pubs,coll,31,0.97,English
1907,71,disappointing,results,coll,32,0.97,English
1908,71,disappointing,results,dist,32,0.98,English
1909,72,small,children,dist,3,1,English
1910,72,small,children,coll,3,0,English
1911,72,dark,windows,coll,5,0.98,English
1912,72,dark,windows,dist,5,0.69,English
1913,72,similar,facts,coll,6,0.5,English
1914,72,similar,facts,dist,6,0.97,English
1915,72,small,numbers,coll,7,0.58,English
1916,72,small,numbers,dist,7,0.53,English
1917,72,open,gates,dist,11,0.41,English
1918,72,open,gates,coll,11,0.71,English
1919,72,bare,walls,dist,13,0.07,English
1920,72,bare,walls,coll,13,0.68,English
1921,72,difficult,conditions,coll,16,0.84,English
1922,72,difficult,conditions,dist,16,0.54,English
1923,72,white,walls,dist,19,0.71,English
1924,72,white,walls,coll,19,0.18,English
1925,72,young,children,dist,22,0.87,English
1926,72,young,children,coll,22,0.11,English
1927,72,quiet,streets,dist,24,0.61,English
1928,72,quiet,streets,coll,24,0.78,English
1929,72,closed,shops,coll,25,0.07,English
1930,72,closed,shops,dist,25,0.94,English
1931,72,full,streets,dist,26,0.85,English
1932,72,full,streets,coll,26,0.87,English
1933,72,open,eyes,dist,28,0.16,English
1934,72,open,eyes,coll,28,0.9,English
1935,72,guilty,men,dist,29,0.78,English
1936,72,guilty,men,coll,29,0.87,English
1937,72,open,windows,dist,31,0.57,English
1938,72,open,windows,coll,31,0.85,English
1939,74,open,doors,dist,4,0.29,English
1940,74,open,doors,coll,4,0.66,English
1941,74,good,omens,coll,6,0.85,English
1942,74,good,omens,dist,6,0.11,English
1943,74,open,eyes,coll,8,1,English
1944,74,open,eyes,dist,8,0.42,English
1945,74,small,children,dist,9,0.85,English
1946,74,small,children,coll,9,0.97,English
1947,74,white,walls,coll,10,0.98,English
1948,74,white,walls,dist,10,0.07,English
1949,74,full,pubs,dist,15,0.99,English
1950,74,full,pubs,coll,15,0.03,English
1951,74,friendly,people,dist,17,0.98,English
1952,74,friendly,people,coll,17,0.03,English
1953,74,young,children,dist,18,0.98,English
1954,74,young,children,coll,18,0.02,English
1955,74,small,classes,coll,20,0.01,English
1956,74,small,classes,dist,20,0.86,English
1957,74,encouraging,results,coll,21,0.53,English
1958,74,encouraging,results,dist,21,0.64,English
